report_id,reporter_role,setting,age_band,category_label,urgency_label,free_text
911,CFAV,Online/Remote,Under 12,Financial hardship,Low,Cadet mentioned during break that they might not be able to attend the weekend camp as their family is struggling to pay for it this term. They seemed disappointed when discussing it with their friends.
912,Cadet,Online/Remote,12-14,Financial hardship,Low,"Noticed that Cadet has been bringing the same packed lunch every day for the past few weeks - just a sandwich and an apple. When asked about it casually, they said their mum is trying to save money at the moment."
913,CFAV,Annual Camp,Under 12,Financial hardship,Low,Cadet's parent approached me after parade to explain they might be late with this month's subscription payment as they're between jobs currently. They apologised and seemed quite embarrassed about the situation.
914,CFAV,Online/Remote,12-14,Financial hardship,Low,"During kit inspection, observed that Cadet's boots are quite worn and have a small hole in the sole. When mentioned, they said they're hoping to get new ones soon but money is tight at home."
915,Civilian Instructor,Online/Remote,Under 12,Financial hardship,Low,Cadet asked if there were any odd jobs they could do around the unit to help earn some money towards their annual camp fees. They explained their family is finding things a bit difficult financially right now.
916,Parent/Carer,Annual Camp,Under 12,Financial hardship,Low,"During parade tonight, Cadet Jones mentioned she might not be able to attend summer camp this year because her mum said they can't afford it. She seemed a bit disappointed when talking about it but otherwise appeared her normal self."
917,Civilian Instructor,Weekend Exercise,12-14,Financial hardship,Low,"Cadet Smith came to drill wearing trainers instead of his usual boots. When asked, he said his boots had fallen apart and he's waiting for new ones. He mentioned his dad is between jobs at the moment so they're being careful with money."
918,CFAV,Annual Camp,14-16,Financial hardship,Low,Overheard Cadet Williams telling another cadet that her family had to cancel their holiday because money is tight. She said her mum lost some hours at work recently but they're managing okay.
919,CFAV,Parade Night,12-14,Financial hardship,Low,Cadet Brown asked if there was any way to pay for his DofE expedition kit in instalments. He explained that his parents are finding it difficult to pay the full amount upfront right now.
920,CFAV,Weekend Exercise,12-14,Financial hardship,Low,Cadet Taylor mentioned during break that she's been doing a paper round to help her parents with household expenses. She said things are a bit tight at home but they're getting by.
921,CFAV,Off-site Activity,14-16,Financial hardship,Low,Cadet mentioned to their friend during break that their family might not be able to afford the upcoming camp fees. They seemed a bit worried about missing out on the activity weekend.
922,Civilian Instructor,Parade Night,12-14,Financial hardship,Low,"During kit inspection, noticed that Cadet's boots are quite worn and have a hole developing in the sole. They mentioned their mum said they'll have to wait until next month to get new ones."
923,Commanding Officer,Off-site Activity,Under 12,Financial hardship,Low,Cadet asked quietly if there was any way to get help with the cost of the new uniform items needed for the parade. They said money is tight at home at the moment.
924,Civilian Instructor,Annual Camp,14-16,Financial hardship,Low,Overheard Cadet telling another cadet they couldn't come to the optional trip because they can't afford it right now. They looked disappointed when the other cadets were discussing the outing.
