report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
310,2026-01-15 10:37:08,NW-ACF-079,Cadet,Training Weekend,12-14,In person,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Mental health,Low,Open
311,2026-02-14 17:51:08,NW-ACF-061,Other,Home,18+,Email,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Physical safety,Medium,Closed
312,2025-09-12 00:30:08,NW-ACF-060,Other,Parade Night - Detachment,18+,In person,"Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Exploitation / trafficking,High,Open
313,2025-11-02 00:41:08,NW-ACF-064,Cadet,Training Weekend,Under 12,In person,Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Online safety,Medium,Open
314,2025-10-19 04:15:08,NW-ACF-057,Adult Volunteer (CFAV),Home,18+,Other,"Cadet reports repeated unkind comments and name-calling from a small group during parade nights. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Bullying,Low,Closed
315,2025-11-26 05:12:08,NW-ACF-005,Parent/Carer,Field Exercise,Under 12,Other,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Other,Medium,Closed
316,2025-11-02 03:35:08,NW-ACF-068,Parent/Carer,Training Weekend,Under 12,Online form,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Radicalisation / extremism,Medium,In progress
317,2026-01-07 03:48:08,NW-ACF-017,Cadet,Training Weekend,Under 12,Email,Cadet reports repeated unkind comments and name-calling from a small group during parade nights. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Bullying,Medium,Closed
318,2025-11-14 13:29:08,NW-ACF-085,Adult Volunteer (CFAV),Field Exercise,12-14,In person,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Exploitation / trafficking,High,Open
319,2025-12-15 02:09:08,NW-ACF-091,Cadet,Field Exercise,18+,Phone call,"Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Home issues,Low,In progress
320,2026-01-19 19:21:08,NW-ACF-078,Cadet,Home,15-17,Email,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Attendance / engagement,High,Closed
321,2025-11-25 00:10:08,NW-ACF-066,Other,Online session,15-17,Phone call,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Other,Medium,Open
322,2026-01-08 14:35:08,NW-ACF-003,Cadet,Parade Night - Detachment,15-17,In person,Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Home issues,Medium,Open
323,2025-09-16 13:14:08,NW-ACF-039,Other,Training Weekend,18+,In person,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Exploitation / trafficking,Critical,In progress
324,2025-09-12 01:55:08,NW-ACF-005,Cadet,Online session,Under 12,In person,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.,Radicalisation / extremism,Low,Closed
325,2025-11-24 16:46:08,NW-ACF-059,Parent/Carer,Parade Night - Detachment,Under 12,Other,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.,Exploitation / trafficking,Low,Open
326,2025-12-23 02:42:08,NW-ACF-034,Cadet,Annual Camp,15-17,Other,Cadet disclosed that messages in the detachment group chat have become hostile and targeted towards them. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Bullying,Low,Closed
327,2025-09-16 02:54:08,NW-ACF-010,Adult Volunteer (CFAV),Home,15-17,In person,"Third-party information was received suggesting there may be welfare concerns for this cadet, but further clarification is needed. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Other,High,Closed
328,2025-10-22 22:56:08,NW-ACF-044,Parent/Carer,Home,18+,Online form,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Radicalisation / extremism,High,Closed
